   18   21     0     0  con    1  5.0D+00  3.1D-02  3.207D-03  1.945D+00
   19   22     0     0  con    0  1.0D+00  1.2D-01  8.915D-03  1.944D+00
   20   23     0     0  con    0  1.0D+00  3.3D-01  1.629D-02  1.944D+00
   21   24     0     0  con    0  1.0D+00  2.2D-01  1.353D-02  1.943D+00
   22   25     0     0  con    0  1.0D+00  1.9D-01  3.456D-03  1.943D+00
   23   26     0     0  con    0  1.0D+00  4.4D-02  2.165D-03  1.943D+00
   24   27     0     0  con    0  1.0D+00  3.0D-02  3.881D-03  1.943D+00
   25   28     0     0  con    0  1.0D+00  1.5D-01  8.343D-03  1.943D+00
   26   29     0     0  con    0  1.0D+00  2.7D-01  1.159D-02  1.943D+00
   27   30     0     0  con    0  1.0D+00  5.4D-01  1.254D-02  1.942D+00
   28   32     0     0  con    1  2.6D-01  4.0D-01  1.515D-02  1.942D+00
   29   33     0     0  con    0  1.0D+00  7.9D-01  7.066D-03  1.942D+00
   30   34     0     0  con    0  1.0D+00  1.0D+00  9.894D-04  1.942D+00
   31   35     0     0  con    0  1.0D+00  6.3D-01  3.250D-03  1.942D+00
   32   36     0     0  con    0  1.0D+00  8.0D-01  3.147D-03  1.942D+00
   33   38     0     0  con    1  2.6D-01  5.6D-01  4.298D-03  1.942D+00
   34   39     0     0  con    0  1.0D+00  8.6D-01  2.003D-03  1.942D+00
   35   40     0     0  con    0  1.0D+00  1.0D+00  3.764D-04  1.942D+00
   36   41     0     0  con    0  1.0D+00  7.0D-01  4.818D-04  1.942D+00
   37   42     0     0  con    0  1.0D+00  8.0D-01  4.467D-04  1.942D+00
   38   43     0     0  con    0  1.0D+00  1.7D+00  1.451D-03  1.942D+00
   39   44     0     0  con    0  1.0D+00  1.8D+00  9.065D-04  1.942D+00
   40   45     0     0  con    0  1.0D+00  1.5D+00  5.459D-04  1.942D+00
   41   46     0     0  con    0  1.0D+00  1.3D+00  3.910D-04  1.942D+00
   42   48     0     0  con    1  1.3D-01  3.3D-01  6.916D-04  1.942D+00
   43   49     0     0  con    0  1.0D+00  2.6D-01  4.331D-04  1.942D+00
   44   50     0     0  con    0  1.0D+00  5.5D-01  1.615D-04  1.942D+00
   45   51     0     0  con    0  1.0D+00  4.0D-01  2.882D-04  1.942D+00
   46   52     0     0  con    0  1.0D+00  7.0D-01  1.774D-04  1.942D+00
   47   53     0     0  con    0  1.0D+00  2.0D+00  9.540D-05  1.942D+00
   48   54     0     0  con    0  1.0D+00  3.6D+00  1.462D-04  1.942D+00
   49   55     0     0  con    0  1.0D+00  5.7D+00  5.258D-04  1.942D+00
   50   56     0     0  con    0  1.0D+00  4.0D+00  1.469D-04  1.942D+00
   51   57     0     0  con    0  1.0D+00  1.9D+00  7.178D-05  1.942D+00
   52   60     0     0  con    2  8.5D-01  2.9D+00  1.098D-05  1.942D+00

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     3.046D+02  4.843D+01
    1    2     1     0  ---    0  3.2D-03  1.0D+00  2.808D+00  3.471D+00
    2    4     0     0  con    1  5.0D+00  6.1D-02  2.345D+00  3.259D+00
    3    5     0     0  con    0  1.0D+00  3.5D-01  8.495D-01  2.521D+00
    4    6     0     0  con    0  1.0D+00  2.6D-01  3.870D-01  2.274D+00
    5    7     0     0  con    0  1.0D+00  3.3D-01  1.883D-01  2.124D+00
    6    8     0     0  con    0  1.0D+00  2.6D-01  8.935D-02  2.082D+00
    7    9     0     0  con    0  1.0D+00  2.2D-01  6.201D-02  2.063D+00
    8   10     0     0  con    0  1.0D+00  5.7D-01  6.994D-02  2.028D+00
    9   13     0     0  con    2  2.3D+00  2.5D+00  9.398D-02  1.958D+00
   10   14     0     0  con    0  1.0D+00  5.3D-01  6.662D-02  1.950D+00
   11   15     0     0  con    0  1.0D+00  2.5D-01  3.638D-02  1.946D+00
   12   17     0     0  con    1  4.2D-01  6.3D-02  2.233D-02  1.945D+00
   13   18     0     0  con    0  1.0D+00  7.8D-02  1.653D-02  1.944D+00
   14   19     0     0  con    0  1.0D+00  2.6D-01  1.898D-02  1.944D+00
   15   20     0     0  con    0  1.0D+00  6.7D-02  6.798D-03  1.943D+00
   16   21     0     0  con    0  1.0D+00  2.5D-02  8.846D-03  1.943D+00
   17   22     0     0  con    0  1.0D+00  5.0D-02  7.299D-03  1.943D+00
   18   23     0     0  con    0  1.0D+00  8.2D-02  1.421D-02  1.943D+00
   19   24     0     0  con    0  1.0D+00  3.5D-02  1.957D-03  1.943D+00
   20   25     0     0  con    0  1.0D+00  2.2D-02  1.570D-03  1.943D+00
   21   26     0     0  con    0  1.0D+00  1.3D-02  1.621D-03  1.943D+00
   22   27     0     0  con    0  1.0D+00  7.4D-02  2.625D-03  1.943D+00
   23   29     0     0  con    1  1.5D-01  5.7D-02  6.988D-03  1.943D+00
   24   30     0     0  con    0  1.0D+00  1.5D-01  5.262D-03  1.943D+00
   25   31     0     0  con    0  1.0D+00  4.8D-01  1.482D-02  1.942D+00
   26   32     0     0  con    0  1.0D+00  5.8D-01  1.344D-02  1.942D+00
   27   34     0     0  con    1  5.5D-02  1.9D-01  1.512D-02  1.942D+00
   28   35     0     0  con    0  1.0D+00  9.2D-01  1.432D-02  1.942D+00
   29   36     0     0  con    0  1.0D+00  6.0D-01  2.927D-03  1.941D+00
   30   37     0     0  con    0  1.0D+00  6.6D-01  1.709D-03  1.941D+00
   31   38     0     0  con    0  1.0D+00  7.4D-01  3.727D-03  1.941D+00
   32   39     0     0  con    0  1.0D+00  1.6D+00  1.018D-02  1.941D+00
   33   40     0     0  con    0  1.0D+00  3.4D-01  2.444D-03  1.941D+00
   34   41     0     0  con    0  1.0D+00  7.8D-01  2.306D-03  1.941D+00
   35   42     0     0  con    0  1.0D+00  1.1D+00  2.722D-03  1.941D+00
   36   43     0     0  con    0  1.0D+00  1.6D+00  1.999D-03  1.941D+00
   37   44     0     0  con    0  1.0D+00  9.0D-01  7.858D-04  1.941D+00
   38   45     0     0  con    0  1.0D+00  1.2D+00  6.840D-04  1.941D+00
   39   46     0     0  con    0  1.0D+00  1.1D+00  6.171D-04  1.941D+00
   40   47     0     0  con    0  1.0D+00  2.8D+00  5.651D-04  1.941D+00
   41   49     0     0  con    1  1.3D-01  8.4D-01  3.586D-04  1.941D+00
   42   50     0     0  con    0  1.0D+00  2.4D+00  2.415D-04  1.941D+00
   43   51     0     0  con    0  1.0D+00  2.1D+00  6.131D-04  1.941D+00
   44   52     0     0  con    0  1.0D+00  1.5D+00  2.308D-04  1.941D+00
   45   53     0     0  con    0  1.0D+00  8.9D-01  2.454D-04  1.941D+00
   46   54     0     0  con    0  1.0D+00  4.0D+00  3.666D-04  1.941D+00
   47   55     0     0  con    0  1.0D+00  2.6D-02  5.597D-04  1.941D+00
   48   56     0     0  con    0  1.0D+00  3.7D-02  8.945D-05  1.941D+00
   49   78     1     0  ---    1  2.0D-01  2.7D-05  3.450D-05  1.941D+00

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     3.361D+02  5.341D+01
    1    2     1     0  ---    0  2.9D-03  1.0D+00  2.751D+00  3.404D+00
    2    4     0     0  con    1  5.0D+00  5.7D-02  2.316D+00  3.201D+00
    3    5     0     0  con    0  1.0D+00  3.2D-01  9.091D-01  2.523D+00
    4    6     0     0  con    0  1.0D+00  2.4D-01  4.353D-01  2.286D+00
    5    7     0     0  con    0  1.0D+00  3.2D-01  1.558D-01  2.142D+00
    6    8     0     0  con    0  1.0D+00  2.3D-01  8.737D-02  2.104D+00
    7    9     0     0  con    0  1.0D+00  2.3D-01  7.351D-02  2.083D+00
    8   10     0     0  con    0  1.0D+00  4.6D-01  9.333D-02  2.057D+00
    9   11     0     0  con    0  1.0D+00  4.4D-01  1.093D-01  2.034D+00
   10   12     0     0  con    0  1.0D+00  5.8D-01  1.339D-01  2.015D+00
   11   13     0     0  con    0  1.0D+00  6.4D-01  1.331D-01  1.984D+00
   12   15     0     0  con    1  3.7D-01  6.1D-01  9.031D-02  1.954D+00
   13   16     0     0  con    0  1.0D+00  8.7D-01  1.279D-01  1.943D+00
   14   17     0     0  con    0  1.0D+00  9.5D-02  6.394D-02  1.938D+00
   15   18     0     0  con    0  1.0D+00  1.1D-01  2.823D-02  1.934D+00
   16   19     0     0  con    0  1.0D+00  4.3D-01  1.194D-02  1.931D+00
   17   20     0     0  con    0  1.0D+00  3.7D-01  1.071D-02  1.930D+00
   18   21     0     0  con    0  1.0D+00  4.4D-02  1.114D-02  1.930D+00
   19   22     0     0  con    0  1.0D+00  2.4D-02  5.020D-03  1.930D+00
   20   23     0     0  con    0  1.0D+00  4.2D-02  3.164D-03  1.930D+00
   21   24     0     0  con    0  1.0D+00  6.3D-02  8.703D-03  1.930D+00
   22   25     0     0  con    0  1.0D+00  3.3D-02  7.104D-03  1.930D+00
   23   26     0     0  con    0  1.0D+00  4.0D-02  6.994D-03  1.930D+00
   24   27     0     0  con    0  1.0D+00  2.6D-02  5.814D-03  1.930D+00
   25   28     0     0  con    0  1.0D+00  4.1D-02  6.420D-03  1.929D+00
   26   29     0     0  con    0  1.0D+00  4.4D-01  2.917D-02  1.929D+00
   27   30     0     0  con    0  1.0D+00  5.1D-01  1.176D-02  1.929D+00
   28   31     0     0  con    0  1.0D+00  4.7D-01  1.098D-02  1.928D+00
   29   33     0     0  con    1  8.3D-02  2.0D-01  1.226D-02  1.928D+00
   30   34     0     0  con    0  1.0D+00  9.4D-01  3.430D-03  1.928D+00
   31   35     0     0  con    0  1.0D+00  6.4D-01  3.800D-03  1.928D+00
   32   36     0     0  con    0  1.0D+00  9.9D-01  4.590D-03  1.928D+00
   33   37     0     0  con    0  1.0D+00  9.7D-01  1.431D-03  1.928D+00
   34   38     0     0  con    0  1.0D+00  1.1D+00  2.846D-03  1.927D+00
   35   39     0     0  con    0  1.0D+00  1.5D+00  2.744D-03  1.927D+00
   36   40     0     0  con    0  1.0D+00  1.1D+00  8.691D-04  1.927D+00
   37   41     0     0  con    0  1.0D+00  1.6D+00  3.606D-03  1.927D+00
   38   42     0     0  con    0  1.0D+00  1.7D+00  2.688D-03  1.927D+00
   39   43     0     0  con    0  1.0D+00  8.0D-01  1.037D-03  1.927D+00
   40   44     0     0  con    0  1.0D+00  1.8D+00  6.298D-04  1.927D+00
   41   45     0     0  con    0  1.0D+00  1.6D+00  9.192D-04  1.927D+00
   42   46     0     0  con    0  1.0D+00  3.8D+00  8.071D-04  1.927D+00
   43   48     0     0  con    1  2.7D-01  1.0D+00  3.917D-04  1.927D+00
   44   49     0     0  con    0  1.0D+00  1.4D+00  1.573D-04  1.927D+00
   45   50     0     0  con    0  1.0D+00  2.8D+00  4.205D-04  1.927D+00
   46   52     0     0  con    1  3.8D-01  2.9D+00  6.496D-04  1.927D+00
   47   53     0     0  con    0  1.0D+00  4.0D+00  8.179D-04  1.927D+00
   48   55     0     0  con    1  5.2D-01  5.1D-01  6.832D-04  1.927D+00
   49   56     0     0  con    0  1.0D+00  2.0D+00  4.728D-04  1.927D+00
   50   58     0     0  con    1  4.0D-01  1.0D+00  1.949D-04  1.927D+00
   51   59     0     0  con    0  1.0D+00  1.7D+00  1.994D-04  1.927D+00
   52   63     0     0  con    3  1.0D+00  1.4D+00  1.040D-04  1.927D+00

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.012D+02  3.208D+01
    1    2     1     0  ---    0  4.9D-03  1.0D+00  1.739D+00  2.789D+00
    2    4     0     0  con    1  5.0D+00  5.5D-02  1.469D+00  2.677D+00
    3    5     0     0  con    0  1.0D+00  3.2D-01  5.397D-01  2.280D+00
    4    6     0     0  con    0  1.0D+00  2.2D-01  2.531D-01  2.160D+00
    5    7     0     0  con    0  1.0D+00  2.6D-01  1.295D-01  2.093D+00
    6    8     0     0  con    0  1.0D+00  2.5D-01  6.947D-02  2.064D+00
    7    9     0     0  con    0  1.0D+00  3.3D-01  4.477D-02  2.042D+00
    8   10     0     0  con    0  1.0D+00  7.1D-01  2.943D-01  2.026D+00
    9   11     0     0  con    0  1.0D+00  5.2D-01  3.518D-01  2.007D+00
   10   12     0     0  con    0  1.0D+00  1.6D-01  6.319D-02  1.996D+00
   11   13     0     0  con    0  1.0D+00  8.7D-01  5.892D-01  1.988D+00
   12   14     0     0  con    0  1.0D+00  3.4D-01  6.355D-02  1.974D+00
   13   15     0     0  con    0  1.0D+00  8.8D-01  3.300D-01  1.971D+00
   14   16     0     0  con    0  1.0D+00  8.3D-02  3.331D-02  1.969D+00
   15   17     0     0  con    0  1.0D+00  1.7D-02  1.878D-02  1.969D+00
   16   18     0     0  con    0  1.0D+00  3.2D-02  2.011D-02  1.969D+00
   17   19     0     0  con    0  1.0D+00  2.1D-02  1.395D-02  1.969D+00
   18   20     0     0  con    0  1.0D+00  3.9D-02  1.544D-03  1.968D+00
   19   21     0     0  con    0  1.0D+00  1.3D-02  1.746D-03  1.968D+00
   20   22     0     0  con    0  1.0D+00  2.4D-02  1.952D-03  1.968D+00
   21   24     0     0  con    1  5.0D+00  6.4D-02  1.534D-02  1.968D+00
   22   25     0     0  con    0  1.0D+00  1.8D-01  3.758D-02  1.968D+00
   23   26     0     0  con    0  1.0D+00  4.3D-01  6.656D-02  1.968D+00
   24   27     0     0  con    0  1.0D+00  6.1D-01  6.319D-02  1.968D+00
   25   29     0     0  con    1  5.3D-03  1.3D-02  4.467D-02  1.968D+00
   26   30     0     0  con    0  1.0D+00  7.6D-01  1.771D-02  1.967D+00
   27   31     0     0  con    0  1.0D+00  4.5D-01  1.160D-03  1.967D+00
   28   32     0     0  con    0  1.0D+00  2.1D-01  4.394D-03  1.967D+00
   29   33     0     0  con    0  1.0D+00  1.8D-01  3.521D-03  1.967D+00
   30   34     0     0  con    0  1.0D+00  1.6D-01  1.858D-03  1.967D+00
   31   35     0     0  con    0  1.0D+00  6.3D-01  1.498D-02  1.967D+00
   32   36     0     0  con    0  1.0D+00  4.8D-01  1.627D-02  1.967D+00
   33   37     0     0  con    0  1.0D+00  2.4D+00  1.962D-02  1.967D+00
   34   38     0     0  con    0  1.0D+00  3.3D-01  2.112D-02  1.967D+00
   35   39     0     0  con    0  1.0D+00  2.4D-01  1.292D-02  1.967D+00
   36   40     0     0  con    0  1.0D+00  6.9D-01  1.645D-02  1.967D+00
   37   42     0     0  con    1  1.1D-01  1.2D-01  1.376D-03  1.967D+00
   38   43     0     0  con    0  1.0D+00  2.8D-02  2.216D-03  1.967D+00
   39   44     0     0  con    0  1.0D+00  2.7D-01  3.053D-03  1.967D+00
   40   45     0     0  con    0  1.0D+00  6.0D-01  1.319D-03  1.967D+00
   41   46     0     0  con    0  1.0D+00  5.6D-01  1.487D-03  1.967D+00
   42   47     0     0  con    0  1.0D+00  2.9D+00  9.049D-03  1.967D+00
   43   48     0     0  con    0  1.0D+00  4.4D-01  1.592D-03  1.967D+00
   44   49     0     0  con    0  1.0D+00  1.1D+00  1.961D-04  1.967D+00
   45   50     0     0  con    0  1.0D+00  2.2D+00  1.237D-03  1.967D+00
   46   51     0     0  con    0  1.0D+00  2.8D+00  5.225D-04  1.967D+00
   47   52     0     0  con    0  1.0D+00  3.7D+00  2.152D-04  1.967D+00
   48   54     0     0  con    1  1.4D-02  8.5D-02  6.698D-04  1.967D+00

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.196D+02  3.499D+01
    1    2     1     0  ---    0  4.4D-03  1.0D+00  1.715D+00  2.754D+00
    2    4     0     0  con    1  5.0D+00  5.3D-02  1.451D+00  2.641D+00
    3    5     0     0  con    0  1.0D+00  2.8D-01  5.922D-01  2.279D+00
    4    6     0     0  con    0  1.0D+00  1.9D-01  3.109D-01  2.174D+00
    5    7     0     0  con    0  1.0D+00  2.3D-01  1.131D-01  2.113D+00
    6    8     0     0  con    0  1.0D+00  2.3D-01  7.454D-02  2.084D+00
    7    9     0     0  con    0  1.0D+00  3.4D-01  5.996D-02  2.061D+00
    8   10     0     0  con    0  1.0D+00  7.1D-01  1.149D-01  2.042D+00
    9   11     0     0  con    0  1.0D+00  3.1D-01  1.104D-01  2.018D+00
   10   12     0     0  con    0  1.0D+00  7.8D-01  4.381D-01  1.993D+00
   11   14     0     0  con    1  4.5D-01  3.6D-01  8.947D-02  1.975D+00
   12   15     0     0  con    0  1.0D+00  6.2D-01  2.879D-01  1.967D+00
   13   16     0     0  con    0  1.0D+00  1.2D-01  2.455D-01  1.962D+00
   14   17     0     0  con    0  1.0D+00  1.2D-01  7.623D-02  1.958D+00
   15   18     0     0  con    0  1.0D+00  1.3D-01  4.342D-02  1.953D+00
   16   19     0     0  con    0  1.0D+00  2.7D-01  8.705D-02  1.950D+00
   17   20     0     0  con    0  1.0D+00  7.7D-01  2.195D-02  1.944D+00
   18   21     0     0  con    0  1.0D+00  2.4D-01  3.131D-03  1.943D+00
   19   22     0     0  con    0  1.0D+00  4.7D-02  2.132D-03  1.943D+00
   20   23     0     0  con    0  1.0D+00  2.1D-02  2.251D-03  1.943D+00
   21   24     0     0  con    0  1.0D+00  7.0D-02  4.423D-03  1.943D+00
   22   25     0     0  con    0  1.0D+00  1.5D-01  8.827D-03  1.943D+00
   23   26     0     0  con    0  1.0D+00  4.3D-01  3.183D-02  1.943D+00
   24   28     0     0  con    1  1.7D-01  6.3D-02  4.857D-02  1.943D+00
   25   29     0     0  con    0  1.0D+00  5.1D-02  4.059D-02  1.942D+00
   26   30     0     0  con    0  1.0D+00  3.3D-01  1.255D-02  1.942D+00
   27   31     0     0  con    0  1.0D+00  4.5D-01  2.617D-02  1.941D+00
   28   33     0     0  con    1  2.0D-01  5.5D-01  3.038D-02  1.941D+00
   29   34     0     0  con    0  1.0D+00  3.2D-01  5.596D-03  1.941D+00
   30   35     0     0  con    0  1.0D+00  3.7D-01  4.783D-03  1.941D+00
   31   36     0     0  con    0  1.0D+00  2.4D-01  2.897D-03  1.941D+00
   32   37     0     0  con    0  1.0D+00  3.1D-01  1.793D-03  1.941D+00
   33   38     0     0  con    0  1.0D+00  3.3D-01  2.135D-03  1.941D+00
   34   39     0     0  con    0  1.0D+00  5.9D-01  2.790D-03  1.941D+00
   35   41     0     0  con    1  5.1D-03  7.2D-03  1.215D-02  1.941D+00
   36   42     0     0  con    0  1.0D+00  1.0D+00  1.120D-02  1.941D+00
   37   44     0     0  con    1  2.7D-01  7.7D-01  1.593D-02  1.941D+00
   38   45     0     0  con    0  1.0D+00  1.7D+00  8.404D-03  1.941D+00
   39   46     0     0  con    0  1.0D+00  2.6D+00  1.907D-03  1.941D+00
   40   47     0     0  con    0  1.0D+00  9.2D-01  4.371D-03  1.941D+00
   41   49     0     0  con    1  1.5D-01  2.5D-01  8.735D-04  1.941D+00
   42   50     0     0  con    0  1.0D+00  3.5D-02  3.901D-04  1.941D+00
   43   51     0     0  con    0  1.0D+00  1.3D-01  2.573D-04  1.941D+00
   44   52     0     0  con    0  1.0D+00  3.5D-01  6.351D-04  1.941D+00
   45   53     0     0  con    0  1.0D+00  8.2D-01  1.105D-03  1.941D+00
   46   55     0     0  con    1  4.1D-02  6.6D-02  2.869D-03  1.941D+00
   47   56     0     0  con    0  1.0D+00  1.3D+00  1.152D-03  1.941D+00
   48   57     0     0  con    0  1.0D+00  1.3D+00  7.042D-04  1.941D+00
   49   59     0     0  con    1  4.2D-01  3.2D-01  8.124D-04  1.941D+00
   50   60     0     0  con    0  1.0D+00  5.8D-01  6.283D-04  1.941D+00
   51   61     0     0  con    0  1.0D+00  7.2D-01  3.770D-04  1.941D+00
   52   62     0     0  con    0  1.0D+00  1.0D+00  8.518D-04  1.941D+00

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.080D+02  3.315D+01
    1    2     1     0  ---    0  4.7D-03  1.0D+00  1.757D+00  2.795D+00
    2    4     0     0  con    1  5.0D+00  5.4D-02  1.487D+00  2.682D+00
    3    5     0     0  con    0  1.0D+00  3.2D-01  5.507D-01  2.284D+00
    4    6     0     0  con    0  1.0D+00  2.2D-01  2.566D-01  2.162D+00
    5    7     0     0  con    0  1.0D+00  2.5D-01  1.326D-01  2.094D+00
    6    8     0     0  con    0  1.0D+00  2.6D-01  6.774D-02  2.065D+00
    7    9     0     0  con    0  1.0D+00  3.8D-01  2.092D-01  2.055D+00
    8   10     0     0  con    0  1.0D+00  1.2D-01  6.964D-02  2.041D+00
    9   11     0     0  con    0  1.0D+00  1.7D-01  7.979D-02  2.034D+00
   10   12     0     0  con    0  1.0D+00  5.2D-01  8.615D-02  2.017D+00
   11   14     0     0  con    1  4.1D-01  4.6D-01  2.100D-01  2.007D+00
   12   15     0     0  con    0  1.0D+00  1.1D+00  1.197D-01  1.983D+00
   13   16     0     0  con    0  1.0D+00  1.5D+00  1.947D-01  1.973D+00
   14   18     0     0  con    1  4.9D-01  1.0D-01  2.451D-01  1.971D+00
   15   20     0     0  con    1  4.4D-01  2.4D-01  2.058D-02  1.969D+00
   16   21     0     0  con    0  1.0D+00  9.5D-02  1.709D-02  1.969D+00
   17   22     0     0  con    0  1.0D+00  6.6D-02  1.662D-02  1.968D+00
   18   23     0     0  con    0  1.0D+00  1.6D-01  7.164D-03  1.968D+00
   19   24     0     0  con    0  1.0D+00  6.6D-02  6.147D-03  1.967D+00
   20   25     0     0  con    0  1.0D+00  6.5D-02  8.571D-03  1.967D+00
   21   26     0     0  con    0  1.0D+00  8.9D-02  9.313D-03  1.967D+00
   22   28     0     0  con    1  4.0D-01  1.4D-01  2.205D-02  1.967D+00
   23   30     0     0  con    1  2.7D-01  9.0D-02  3.312D-02  1.966D+00
   24   31     0     0  con    0  1.0D+00  1.7D-01  7.146D-02  1.966D+00
   25   32     0     0  con    0  1.0D+00  1.7D-01  1.251D-01  1.963D+00
   26   35     0     0  con    2  1.2D-01  1.6D-01  5.814D-01  1.961D+00
   27   37     0     0  con    1  4.2D-01  2.1D-01  8.417D-02  1.957D+00
   28   39     0     0  con    1  4.7D-01  1.7D-01  2.583D-01  1.956D+00
   29   40     0     0  con    0  1.0D+00  3.5D-01  2.843D-01  1.953D+00
   30   41     0     0  con    0  1.0D+00  6.2D-01  2.827D-01  1.948D+00
   31   42     0     0  con    0  1.0D+00  3.5D-01  4.600D-01  1.945D+00
   32   43     0     0  con    0  1.0D+00  2.0D-01  6.620D-01  1.943D+00
   33   45     0     0  con    1  3.2D-01  9.8D-02  6.518D-02  1.942D+00
   34   46     0     0  con    0  1.0D+00  1.9D-01  1.149D-01  1.942D+00
   35   47     0     0  con    0  1.0D+00  9.3D-02  7.349D-02  1.942D+00
   36   48     0     0  con    0  1.0D+00  7.4D-02  5.132D-02  1.942D+00
   37   49     0     0  con    0  1.0D+00  5.0D-02  7.037D-02  1.941D+00
   38   50     0     0  con    0  1.0D+00  2.2D-01  6.087D-02  1.940D+00
   39   51     0     0  con    0  1.0D+00  6.5D-01  8.900D-02  1.937D+00
   40   52     0     0  con    0  1.0D+00  3.6D-01  9.020D-01  1.936D+00
   41   53     0     0  con    0  1.0D+00  2.7D-01  1.072D+00  1.936D+00
   42   54     0     0  con    0  1.0D+00  1.4D-01  2.260D-01  1.936D+00
   43   55     0     0  con    0  1.0D+00  3.7D-02  2.081D-01  1.935D+00
   44   56     0     0  con    0  1.0D+00  2.6D-01  1.493D-01  1.935D+00
   45   57     0     0  con    0  1.0D+00  1.2D-01  1.834D-02  1.935D+00
   46   58     0     0  con    0  1.0D+00  1.9D-01  1.040D-01  1.935D+00
   47   59     0     0  con    0  1.0D+00  9.4D-02  1.165D-01  1.935D+00
   48   60     0     0  con    0  1.0D+00  1.8D-01  6.620D-02  1.935D+00
   49   61     0     0  con    0  1.0D+00  4.7D-02  6.753D-03  1.935D+00
   50   62     0     0  con    0  1.0D+00  1.4D-02  1.443D-02  1.935D+00
   51   63     0     0  con    0  1.0D+00  5.6D-02  1.386D-02  1.935D+00
   52   65     0     0  con    1  1.2D-01  5.9D-02  1.651D-02  1.935D+00

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.271D+02  3.617D+01
    1    2     1     0  ---    0  4.3D-03  1.0D+00  1.734D+00  2.761D+00
    2    4     0     0  con    1  5.0D+00  5.2D-02  1.470D+00  2.647D+00
    3    5     0     0  con    0  1.0D+00  2.8D-01  6.058D-01  2.282D+00
    4    6     0     0  con    0  1.0D+00  1.9D-01  3.199D-01  2.176D+00
